bd90ef79e19c183c232ea993333d92746a9d11b08d56b04a0c32a7872e711650,1380816697,{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n},9.9998
8a6704a2f6f7c59bebf1534f328f73980da03d44a8c64369bb90360129e7ecf9,1382367068,{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc},9.999
c3a82e1ec2b9ce98debb930d5eb5a1a8dc2569ccfb5a19d7df429655c0fe3096,1324585124,{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq},9.998
83540b7ff6da74fbbc13480f138dd4c40bd9b4450fabe0889d450057e3fcfc09,1383645917,{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc},9.99
aa56c1475f18ee388fc10bb73fb25a2f0a1534cfcff276a4bb4981d276b1860c,1320774082,{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq},9.98
c0f96a678cf11f128023b78a229f0345b533ae1a22d772466ab749cb43d18088,1381368471,{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n},9.97
a08f9028010b4af916dc50e716ef3851e1c9c586e4488eb473f1a4aad382c14f,1320784487,{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq},9.94
c47bf632369ac92379b2cc795ed9cb279a01cd4044e4313352653707a417ce77,1320600954,{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq},9.94
43a5807001767c9a2e5749b0e34a48f5260338bba0190ba860a821944581d14d,1320764110,{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq},9.9
7cf28dd01e498de97772d5c7cee681d91fd63a223ffaeabc1d2fd0fdef9e84b1,1384717663,{1LMRafbNmzG9H5g3GaAWjhX7wSnCXGNHMs},9.7087
14973624a443400bdcb7c53f76ac2ec6ab7941dac7764588046f0b5a24ac9cfc,1416269842,{18ixwb5si3AQBpjkUA91vGE3ESoynXd95g},9.653E-5
27034fa353c9cf45c802d8a932f06de6d72c7c2a04dac40bde3cf7a80a83d676,1367511712,{12N1Z763yEMqKGGXTmWmMunhVim5CggcrX},9.486466
e9b9b7746a66e6bf8a790bbaf6b54907d6939903e7500c1967a85328887f350f,1374462645,{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w},9.409417
64a48e16a02d62dae659525c068f30b12b107fa91dc6270b1a7b058e2096dc32,1386008724,{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n},9.379605
b461e69d068d8174691aa36ee47944b4a9e9b152ff9559dea646dd288da1b057,1382619836,{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w},9.309772
6221417f1748825e654dfcc8240e8ab6d17e03b3262cfa832d67e1a344c88466,1377975707,{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7},9.11
